Topic ID,Topic Name,Field ID,Field Name,Domain Name
T14062,Migration and Exile Studies,33,Social Sciences,Social Sciences
T14142,Multicultural Socio-Legal Studies,33,Social Sciences,Social Sciences
T11685,Zebrafish Biomedical Research Applications,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12108,Management of metastatic bone disease,27,Medicine,Health Sciences
T11716,Random Matrices and Applications,26,Mathematics,Physical Sciences
T12497,Traditional and Medicinal Uses of Annonaceae,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11614,Cloud Data Security Solutions,17,Computer Science,Physical Sciences
T11603,Dust and Plasma Wave Phenomena,31,Physics and Astronomy,Physical Sciences
T12699,Electromagnetic Launch and Propulsion Technology,22,Engineering,Physical Sciences
T12297,Otolaryngology and Infectious Diseases,27,Medicine,Health Sciences
T14508,Vocational Education and Training,33,Social Sciences,Social Sciences
T12290,Human Motion and Animation,22,Engineering,Physical Sciences
T11591,NF-κB Signaling Pathways,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14426,"Religion, Gender, and Enlightenment",12,Arts and Humanities,Social Sciences
T13697,Biliary and Gastrointestinal Fistulas,27,Medicine,Health Sciences
T13485,Marine and Coastal Ecosystems,23,Environmental Science,Physical Sciences
T11442,Titanium Alloys Microstructure and Properties,25,Materials Science,Physical Sciences
T13128,Chromatography in Natural Products,16,Chemistry,Physical Sciences
T14201,Data Analysis and Archiving,33,Social Sciences,Social Sciences
T12570,Photopolymerization techniques and applications,16,Chemistry,Physical Sciences
T11413,Risk and Portfolio Optimization,18,Decision Sciences,Social Sciences
T13427,Latin American Literature Analysis,12,Arts and Humanities,Social Sciences
T11329,Limits and Structures in Graph Theory,26,Mathematics,Physical Sciences
T11535,Chemotherapy-induced cardiotoxicity and mitigation,27,Medicine,Health Sciences
T11962,Cardiac Fibrosis and Remodeling,27,Medicine,Health Sciences
T12356,Bioactive Compounds and Antitumor Agents,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T12649,Alkaloids: synthesis and pharmacology,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T12313,Emotions and Moral Behavior,32,Psychology,Social Sciences
T11308,Sphingolipid Metabolism and Signaling,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11943,Pharmacovigilance and Adverse Drug Reactions,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T12333,Abdominal Surgery and Complications,27,Medicine,Health Sciences
T13339,Landscape and Cultural Studies,12,Arts and Humanities,Social Sciences
T13454,Phenothiazines and Benzothiazines Synthesis and Activities,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14485,Language Acquisition and Education,32,Psychology,Social Sciences
T13851,"Law, AI, and Intellectual Property",17,Computer Science,Physical Sciences
T13863,Cultural History and Identity Formation,12,Arts and Humanities,Social Sciences
T12780,Heavy Metal Pollution Remediation,23,Environmental Science,Physical Sciences
T11944,Participatory Visual Research Methods,33,Social Sciences,Social Sciences
T12866,Urologic and reproductive health conditions,27,Medicine,Health Sciences
T12534,Protein Degradation and Inhibitors,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12347,Ginger and Zingiberaceae research,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T14387,Environmental Engineering and Cultural Studies,17,Computer Science,Physical Sciences
T12604,Glycogen Storage Diseases and Myoclonus,27,Medicine,Health Sciences
T14516,English Language Learning and Teaching,17,Computer Science,Physical Sciences
T12991,Phytase and its Applications,11,Agricultural and Biological Sciences,Life Sciences
T12036,Argentine historical studies,33,Social Sciences,Social Sciences
T13733,Moravian Church and William Blake,12,Arts and Humanities,Social Sciences
T11342,Carbon and Quantum Dots Applications,25,Materials Science,Physical Sciences
T14445,Transportation Safety and Impact Analysis,22,Engineering,Physical Sciences
T12382,History of Education Research in Brazil,12,Arts and Humanities,Social Sciences
T13919,Medicinal plant effects and applications,27,Medicine,Health Sciences
T11773,Healthcare Operations and Scheduling Optimization,36,Health Professions,Health Sciences
T12321,Insect Pheromone Research and Control,11,Agricultural and Biological Sciences,Life Sciences
T13139,Polish Legal and Social Issues,33,Social Sciences,Social Sciences
T12745,Dietary Effects on Health,27,Medicine,Health Sciences
T11729,Product Development and Customization,14,"Business, Management and Accounting",Social Sciences
T11534,Erythropoietin and Anemia Treatment,27,Medicine,Health Sciences
T12225,Political Influence and Corporate Strategies,14,"Business, Management and Accounting",Social Sciences
T13669,China's Global Influence and Migration,33,Social Sciences,Social Sciences
T13306,Geography and Education Methods,33,Social Sciences,Social Sciences
T12595,Romani and Gypsy Studies,36,Health Professions,Health Sciences
T12080,Injection Molding Process and Properties,22,Engineering,Physical Sciences
T13058,Soil and Land Suitability Analysis,23,Environmental Science,Physical Sciences
T14265,Social and Behavioral Studies,33,Social Sciences,Social Sciences
T11872,Barrier Structure and Function Studies,28,Neuroscience,Life Sciences
T14390,Real estate and construction management,22,Engineering,Physical Sciences
T12056,Markov Chains and Monte Carlo Methods,26,Mathematics,Physical Sciences
T13474,Autobiographical and Biographical Writing,12,Arts and Humanities,Social Sciences
T12481,Digital Accessibility for Disabilities,33,Social Sciences,Social Sciences
T12194,Cultural Competency in Health Care,33,Social Sciences,Social Sciences
T13530,Climate Change and Environmental Impact,23,Environmental Science,Physical Sciences
T13848,Ottoman and Turkish Studies,12,Arts and Humanities,Social Sciences
T14394,Cognitive Science and Education Research,28,Neuroscience,Life Sciences
T11230,Innovative Energy Harvesting Technologies,22,Engineering,Physical Sciences
T12249,Veterinary Orthopedics and Neurology,34,Veterinary,Health Sciences
T11983,"Identity, Memory, and Therapy",32,Psychology,Social Sciences
T11908,Protein Interaction Studies and Fluorescence Analysis,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13385,Infectious Diseases and Mycology,34,Veterinary,Health Sciences
T13886,Operations Management Techniques,18,Decision Sciences,Social Sciences
T11869,Per- and polyfluoroalkyl substances research,23,Environmental Science,Physical Sciences
T12062,Approximation Theory and Sequence Spaces,26,Mathematics,Physical Sciences
T14517,Diverse Historical and Scientific Studies,12,Arts and Humanities,Social Sciences
T12175,Social Representations and Identity,32,Psychology,Social Sciences
T13319,Film in Education and Therapy,36,Health Professions,Health Sciences
T12822,Turfgrass Adaptation and Management,23,Environmental Science,Physical Sciences
T12340,Anodic Oxide Films and Nanostructures,25,Materials Science,Physical Sciences
T11659,Advanced Image Fusion Techniques,22,Engineering,Physical Sciences
T12064,Intraperitoneal and Appendiceal Malignancies,27,Medicine,Health Sciences
T11165,Image and Video Quality Assessment,17,Computer Science,Physical Sciences
T12725,transportation and logistics systems,33,Social Sciences,Social Sciences
T13423,Social Policies and Healthcare Reform,36,Health Professions,Health Sciences
T12462,Elder Abuse and Neglect,33,Social Sciences,Social Sciences
T12789,Planarian Biology and Electrostimulation,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11785,Nausea and vomiting management,27,Medicine,Health Sciences
T11720,Probability and Risk Models,18,Decision Sciences,Social Sciences
T12700,Doping in Sports,33,Social Sciences,Social Sciences
T10652,Racial and Ethnic Identity Research,33,Social Sciences,Social Sciences
T13947,Media Discourse and Social  Analysis,33,Social Sciences,Social Sciences
T10740,Wind Turbine Control Systems,22,Engineering,Physical Sciences
T12891,Medicinal Plants and Neuroprotection,27,Medicine,Health Sciences
T11615,Control and Dynamics of Mobile Robots,22,Engineering,Physical Sciences
T12018,Coronary Artery Anomalies,27,Medicine,Health Sciences
T12691,Coccidia and coccidiosis research,11,Agricultural and Biological Sciences,Life Sciences
T12218,Coal and Its By-products,19,Earth and Planetary Sciences,Physical Sciences
T12235,Child Abuse and Related Trauma,27,Medicine,Health Sciences
T11907,Copper-based nanomaterials and applications,25,Materials Science,Physical Sciences
T12195,Aerogels and thermal insulation,16,Chemistry,Physical Sciences
T12660,Plant Disease Management Techniques,11,Agricultural and Biological Sciences,Life Sciences
T13092,Environmental Chemistry and Analysis,23,Environmental Science,Physical Sciences
T12342,Vascular anomalies and interventions,27,Medicine,Health Sciences
T14287,Music Education and Analysis,33,Social Sciences,Social Sciences
T14046,Bach Studies and Logistics Development,12,Arts and Humanities,Social Sciences
T11686,Dendrimers and Hyperbranched Polymers,25,Materials Science,Physical Sciences
T12075,Sodium Intake and Health,29,Nursing,Health Sciences
T14072,Immunotoxicology and immune responses,24,Immunology and Microbiology,Life Sciences
T12158,Guidance and Control Systems,22,Engineering,Physical Sciences
T13110,Colorectal and Anal Carcinomas,27,Medicine,Health Sciences
T12486,Food Supply Chain Traceability,11,Agricultural and Biological Sciences,Life Sciences
T12020,Enhanced Recovery After Surgery,27,Medicine,Health Sciences
T13872,Vocational and Entrepreneurial Education,33,Social Sciences,Social Sciences
T12485,"Optimism, Hope, and Well-being",32,Psychology,Social Sciences
T12672,Phagocytosis and Immune Regulation,24,Immunology and Microbiology,Life Sciences
T12894,Date Palm Research Studies,11,Agricultural and Biological Sciences,Life Sciences
T11516,Visual and Cognitive Learning Processes,32,Psychology,Social Sciences
T12874,Digital Imaging for Blood Diseases,17,Computer Science,Physical Sciences
T11997,Free Will and Agency,28,Neuroscience,Life Sciences
T14241,Evasion and Academic Success Factors,33,Social Sciences,Social Sciences
T13104,Chemical and Physical Properties of Materials,25,Materials Science,Physical Sciences
T13430,Lipid metabolism and disorders,27,Medicine,Health Sciences
T14236,Educational Tools and Methods,33,Social Sciences,Social Sciences
T12211,Aluminum toxicity and tolerance in plants and animals,11,Agricultural and Biological Sciences,Life Sciences
T13999,Digital Rights Management and Security,17,Computer Science,Physical Sciences
T11576,IgG4-Related and Inflammatory Diseases,27,Medicine,Health Sciences
T13109,Theological Perspectives and Practices,33,Social Sciences,Social Sciences
T13304,Synthesis and Reactivity of Sulfur-Containing Compounds,16,Chemistry,Physical Sciences
T14033,Education in Rural Contexts,33,Social Sciences,Social Sciences
T11506,Children's Rights and Participation,33,Social Sciences,Social Sciences
T13525,Cambodian History and Society,33,Social Sciences,Social Sciences
T13138,Legal and Constitutional Studies,20,"Economics, Econometrics and Finance",Social Sciences
T13583,Jury Decision Making Processes,33,Social Sciences,Social Sciences
T12173,Body Contouring and Surgery,27,Medicine,Health Sciences
T13952,Information Technology and Learning,33,Social Sciences,Social Sciences
T13079,Heavy Metals in Plants,16,Chemistry,Physical Sciences
T11687,Teleoperation and Haptic Systems,22,Engineering,Physical Sciences
T13449,Organizational Management and Change,14,"Business, Management and Accounting",Social Sciences
T14371,Hume's philosophy and hair distribution,33,Social Sciences,Social Sciences
T13604,"Adsorption, diffusion, and thermodynamic properties of materials",16,Chemistry,Physical Sciences
T14113,Global Socioeconomic and Political Dynamics,20,"Economics, Econometrics and Finance",Social Sciences
T12352,Heparin-Induced Thrombocytopenia and Thrombosis,27,Medicine,Health Sciences
T13633,Public Health and Social Inequalities,33,Social Sciences,Social Sciences
T13584,Coal Combustion and Slurry Processing,22,Engineering,Physical Sciences
T12992,Metastasis and carcinoma case studies,27,Medicine,Health Sciences
T13905,Telecommunications and Broadcasting Technologies,22,Engineering,Physical Sciences
T12685,Phytochemical compounds biological activities,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11896,Opportunistic and Delay-Tolerant Networks,17,Computer Science,Physical Sciences
T14048,Silkworms and Sericulture Research,11,Agricultural and Biological Sciences,Life Sciences
T12061,Axon Guidance and Neuronal Signaling,28,Neuroscience,Life Sciences
T13569,Microscopic Colitis,27,Medicine,Health Sciences
T13302,Amazonian Archaeology and Ethnohistory,12,Arts and Humanities,Social Sciences
T14320,Optics and Image Analysis,14,"Business, Management and Accounting",Social Sciences
T14420,Advanced Research in Systems and Signal Processing,22,Engineering,Physical Sciences
T12932,Powder Metallurgy Techniques and Materials,22,Engineering,Physical Sciences
T13107,Congenital limb and hand anomalies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11210,Mathematical Analysis and Transform Methods,26,Mathematics,Physical Sciences
T13055,Global Security and Public Health,33,Social Sciences,Social Sciences
T11774,Adsorption and Cooling Systems,22,Engineering,Physical Sciences
T12346,Phytochemistry and biological activity of medicinal plants,11,Agricultural and Biological Sciences,Life Sciences
T12259,Environmental Justice and Health Disparities,33,Social Sciences,Social Sciences
T12615,Climate Change and Geoengineering,23,Environmental Science,Physical Sciences
T12288,Optimization and Search Problems,17,Computer Science,Physical Sciences
T12742,Sunflower and Safflower Cultivation,11,Agricultural and Biological Sciences,Life Sciences
T11941,Power System Reliability and Maintenance,22,Engineering,Physical Sciences
T12038,Covalent Organic Framework Applications,25,Materials Science,Physical Sciences
T11889,Ginseng Biological Effects and Applications,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12661,Iterative Methods for Nonlinear Equations,26,Mathematics,Physical Sciences
T12488,Mental Health via Writing,32,Psychology,Social Sciences
T14403,Educational Challenges and Innovations,17,Computer Science,Physical Sciences
T12607,Personal Information Management and User Behavior,18,Decision Sciences,Social Sciences
T11384,Critical Race Theory in Education,33,Social Sciences,Social Sciences
T12506,Nuclear materials and radiation effects,25,Materials Science,Physical Sciences
T12198,Oral health in cancer treatment,27,Medicine,Health Sciences
T12659,Innovation Diffusion and Forecasting,18,Decision Sciences,Social Sciences
T11911,Spatial and Panel Data Analysis,20,"Economics, Econometrics and Finance",Social Sciences
T11081,Advanced Control Systems Design,22,Engineering,Physical Sciences
T12800,Musculoskeletal synovial abnormalities and treatments,27,Medicine,Health Sciences
T13221,Biological Activity of Diterpenoids and Biflavonoids,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13209,Cold Fusion and Nuclear Reactions,19,Earth and Planetary Sciences,Physical Sciences
T12201,Agricultural Engineering and Mechanization,22,Engineering,Physical Sciences
T12946,Fractal and DNA sequence analysis,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12625,Sympathectomy and Hyperhidrosis Treatments,27,Medicine,Health Sciences
T13864,Indigenous Cultures and History,33,Social Sciences,Social Sciences
T13654,Urban Planning and Landscape Design,23,Environmental Science,Physical Sciences
T12584,Hospitality and Tourism Education,14,"Business, Management and Accounting",Social Sciences
T12278,Vascular Tumors and Angiosarcomas,27,Medicine,Health Sciences
T12384,Customer churn and segmentation,14,"Business, Management and Accounting",Social Sciences
T12065,Hippo pathway signaling and YAP/TAZ,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13685,Material Science and Thermodynamics,22,Engineering,Physical Sciences
T12433,Skin Diseases and Diabetes,27,Medicine,Health Sciences
T14436,Employee Performance and Leadership,14,"Business, Management and Accounting",Social Sciences
T12896,Sustainable Agricultural Systems Analysis,23,Environmental Science,Physical Sciences
T12719,Aerospace Engineering and Energy Systems,22,Engineering,Physical Sciences
T14267,Technology in Education and Healthcare,33,Social Sciences,Social Sciences
T12280,Magnesium in Health and Disease,29,Nursing,Health Sciences
T13187,Diffusion and Search Dynamics,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13659,Ombudsman and Human Rights,33,Social Sciences,Social Sciences
T12419,Phonocardiography and Auscultation Techniques,27,Medicine,Health Sciences
T11564,Mathematical Inequalities and Applications,26,Mathematics,Physical Sciences
T13557,Environmental and sustainability education,23,Environmental Science,Physical Sciences
T12490,Software Engineering and Design Patterns,33,Social Sciences,Social Sciences
T13645,Thermodynamic and Structural Properties of Metals and Alloys,22,Engineering,Physical Sciences
T13333,American Political and Social Dynamics,12,Arts and Humanities,Social Sciences
T13060,Adventure Sports and Sensation Seeking,32,Psychology,Social Sciences
T12888,Military Strategy and Technology,22,Engineering,Physical Sciences
T12900,Organ and Tissue Transplantation Research,27,Medicine,Health Sciences
T11321,Error Correcting Code Techniques,17,Computer Science,Physical Sciences
T14433,Post-Communist Economic and Political Transition,33,Social Sciences,Social Sciences
T12199,Vascular Anomalies and Treatments,27,Medicine,Health Sciences
T14234,Data Privacy and Cybersecurity,33,Social Sciences,Social Sciences
T13153,Rousseau and Enlightenment Thought,12,Arts and Humanities,Social Sciences
T12531,Values and Moral Education,33,Social Sciences,Social Sciences
T11807,Infrastructure Resilience and Vulnerability Analysis,22,Engineering,Physical Sciences
T14513,"Leadership, Courage, and Heroism Studies",32,Psychology,Social Sciences
T12622,Neurosurgical Procedures and Complications,27,Medicine,Health Sciences
T14502,High-Voltage Power Transmission Systems,22,Engineering,Physical Sciences
T12689,Silymarin and Mushroom Poisoning,27,Medicine,Health Sciences
T14106,Environmental and Sediment Control,23,Environmental Science,Physical Sciences
T11627,Autoimmune Neurological Disorders and Treatments,27,Medicine,Health Sciences
T13220,Plant and Fungal Interactions Research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13988,Public Administration and Governance,33,Social Sciences,Social Sciences
T12726,Philosophical and Cultural Analysis,12,Arts and Humanities,Social Sciences
T12774,Bauxite Residue and Utilization,22,Engineering,Physical Sciences
T12312,"Culture, Economy, and Development Studies",33,Social Sciences,Social Sciences
T12802,Competency Development and Evaluation,32,Psychology,Social Sciences
T12077,Vacuum and Plasma Arcs,31,Physics and Astronomy,Physical Sciences
T12549,Image and Object Detection Techniques,17,Computer Science,Physical Sciences
T12876,Potassium and Related Disorders,27,Medicine,Health Sciences
T14494,American Literature and Culture,12,Arts and Humanities,Social Sciences
T11892,Kawasaki Disease and Coronary Complications,27,Medicine,Health Sciences
T14292,"Migration, Policy, and Dickens Studies",33,Social Sciences,Social Sciences
T14200,"Medical, Sociocultural, and Biopolitical Studies",33,Social Sciences,Social Sciences
T12655,Female Genital Mutilation/Cutting Issues,27,Medicine,Health Sciences
T12049,Tuberous Sclerosis Complex Research,27,Medicine,Health Sciences
T14040,Problem Solving Skills Development,36,Health Professions,Health Sciences
T13626,Educational and Organizational Development,14,"Business, Management and Accounting",Social Sciences
T12737,Electrical Fault Detection and Protection,22,Engineering,Physical Sciences
T14148,Kierkegaardian Philosophy and Influence,12,Arts and Humanities,Social Sciences
T13477,Sustainable Design and Development,22,Engineering,Physical Sciences
T11347,Neural Networks Stability and Synchronization,17,Computer Science,Physical Sciences
T14042,Technology and Security Systems,17,Computer Science,Physical Sciences
T13203,Environmental Changes in China,23,Environmental Science,Physical Sciences
T14290,Education Methods and Practices,33,Social Sciences,Social Sciences
T13643,Artificial Intelligence in Law,33,Social Sciences,Social Sciences
T11842,Ultrasound and Cavitation Phenomena,25,Materials Science,Physical Sciences
T13928,Advanced Sensor Technologies Research,22,Engineering,Physical Sciences
T12270,Microwave-Assisted Synthesis and Applications,16,Chemistry,Physical Sciences
T12759,Vehicle Noise and Vibration Control,22,Engineering,Physical Sciences
T11517,Advanced optical system design,22,Engineering,Physical Sciences
T11015,Down syndrome and intellectual disability research,27,Medicine,Health Sciences
T13235,Management Theory and Practice,14,"Business, Management and Accounting",Social Sciences
T11612,Stochastic Gradient Optimization Techniques,17,Computer Science,Physical Sciences
T14260,Impact of AI and Big Data on Business and Society,18,Decision Sciences,Social Sciences
T13448,Indigenous Cultures and Socio-Education,33,Social Sciences,Social Sciences
T11466,Innovative Education and Learning Practices,33,Social Sciences,Social Sciences
T11909,Histiocytic Disorders and Treatments,27,Medicine,Health Sciences
T13898,Diverse Interdisciplinary Research Studies,17,Computer Science,Physical Sciences
T13377,Ecosystem dynamics and resilience,23,Environmental Science,Physical Sciences
T13341,Belt Conveyor Systems Engineering,22,Engineering,Physical Sciences
T13903,Innovative Educational Techniques,33,Social Sciences,Social Sciences
T12832,Biocrusts and Microbial Ecology,11,Agricultural and Biological Sciences,Life Sciences
T14125,"Education, Sociology, Communication Studies",33,Social Sciences,Social Sciences
T12782,Assembly Line Balancing Optimization,22,Engineering,Physical Sciences
T14011,Elevator Systems and Control,22,Engineering,Physical Sciences
T11778,Electrical and Bioimpedance Tomography,22,Engineering,Physical Sciences
T12819,Environmental Philosophy and Ethics,23,Environmental Science,Physical Sciences
T12193,Trigeminal Neuralgia and Treatments,27,Medicine,Health Sciences
T13038,Internet of Things and AI,17,Computer Science,Physical Sciences
T14053,Dengue and Mosquito Control Research,33,Social Sciences,Social Sciences
T12149,Nanocluster Synthesis and Applications,25,Materials Science,Physical Sciences
T10964,Wireless Communication Security Techniques,22,Engineering,Physical Sciences
T14424,Economic Analysis and Policy,20,"Economics, Econometrics and Finance",Social Sciences
T12948,Inclusion and Disability in Education and Sport,33,Social Sciences,Social Sciences
T12875,Thermal Expansion and Ionic Conductivity,25,Materials Science,Physical Sciences
T13849,Enterobacteriaceae and Cronobacter Research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13980,Alexander von Humboldt Studies,24,Immunology and Microbiology,Life Sciences
T12642,Polymer-Based Agricultural Enhancements,22,Engineering,Physical Sciences
T12582,Flavonoids in Medical Research,27,Medicine,Health Sciences
T11096,Aeroelasticity and Vibration Control,22,Engineering,Physical Sciences
T12812,Meromorphic and Entire Functions,26,Mathematics,Physical Sciences
T14500,Advanced Mathematical Theories,26,Mathematics,Physical Sciences
T12877,Social Issues in Poland,33,Social Sciences,Social Sciences
T13271,Ukrainian Legal and Forensic Studies,33,Social Sciences,Social Sciences
T13778,Comparative and World Literature,12,Arts and Humanities,Social Sciences
T12237,Congenital gastrointestinal and neural anomalies,27,Medicine,Health Sciences
T14035,"Literature, Culture, and Aesthetics",12,Arts and Humanities,Social Sciences
T12344,Silicon Effects in Agriculture,11,Agricultural and Biological Sciences,Life Sciences
T13442,Geochemistry and Geochronology of Asian Mineral Deposits,20,"Economics, Econometrics and Finance",Social Sciences
T11608,Dielectric materials and actuators,22,Engineering,Physical Sciences
T14331,Medicinal Plant Pharmacodynamics Research,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T12380,Authorship Attribution and Profiling,17,Computer Science,Physical Sciences
T13453,Alkaline Phosphatase Research Studies,27,Medicine,Health Sciences
T12721,Moringa oleifera research and applications,11,Agricultural and Biological Sciences,Life Sciences
T12915,Biochemical Acid Research Studies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12053,Minimally Invasive Surgical Techniques,27,Medicine,Health Sciences
T13535,Wireless Sensor Networks and IoT,22,Engineering,Physical Sciences
T12331,Hereditary Neurological Disorders,28,Neuroscience,Life Sciences
T13037,Piperaceae Chemical and Biological Studies,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T13000,World Systems and Global Transformations,33,Social Sciences,Social Sciences
T10871,Catalytic Alkyne Reactions,16,Chemistry,Physical Sciences
T13119,Philosophy and Social Theory,33,Social Sciences,Social Sciences
T13475,Digital Transformation in Law,20,"Economics, Econometrics and Finance",Social Sciences
T14503,"Globalization, Economics, and Policies",20,"Economics, Econometrics and Finance",Social Sciences
T11940,Layered Double Hydroxides Synthesis and Applications,25,Materials Science,Physical Sciences
T14280,Big Data Technologies and Applications,18,Decision Sciences,Social Sciences
T14055,Consumer Packaging Perceptions and Trends,14,"Business, Management and Accounting",Social Sciences
T13121,Radio Wave Propagation Studies,22,Engineering,Physical Sciences
T12078,Environmental remediation with nanomaterials,22,Engineering,Physical Sciences
T13384,Regional Economic Development and Innovation,14,"Business, Management and Accounting",Social Sciences
T14119,Agricultural and Environmental Management,33,Social Sciences,Social Sciences
T12318,Quinazolinone synthesis and applications,16,Chemistry,Physical Sciences
T12048,Microencapsulation and Drying Processes,11,Agricultural and Biological Sciences,Life Sciences
T13422,Phytochemistry and biological activities of Ficus species,11,Agricultural and Biological Sciences,Life Sciences
T12709,Optimization and Mathematical Programming,22,Engineering,Physical Sciences
T14512,Technology and Human Factors in Education and Health,27,Medicine,Health Sciences
T11607,Microwave and Dielectric Measurement Techniques,22,Engineering,Physical Sciences
T13248,Healthcare Technology and Patient Monitoring,27,Medicine,Health Sciences
T12469,"Chaos, Complexity, and Education",17,Computer Science,Physical Sciences
T13875,Legal Studies and Reforms,33,Social Sciences,Social Sciences
T13329,Joseph Conrad and Literature,12,Arts and Humanities,Social Sciences
T13828,Natural Products and Biological Research,27,Medicine,Health Sciences
T12769,Stoma care and complications,27,Medicine,Health Sciences
T11248,Advanced Power Amplifier Design,22,Engineering,Physical Sciences
T12311,Political Theology and Sovereignty,33,Social Sciences,Social Sciences
T13080,Advanced Differential Geometry Research,31,Physics and Astronomy,Physical Sciences
T13847,Literature Analysis and Criticism,27,Medicine,Health Sciences
T12631,Head and Neck Anomalies,27,Medicine,Health Sciences
T14435,Information Retrieval and Data Mining,17,Computer Science,Physical Sciences
T13411,Labor Market and Education,20,"Economics, Econometrics and Finance",Social Sciences
T12315,Older Adults Driving Studies,36,Health Professions,Health Sciences
T12541,Graph Labeling and Dimension Problems,17,Computer Science,Physical Sciences
T11605,Visual Attention and Saliency Detection,17,Computer Science,Physical Sciences
T14351,Statistical and Computational Modeling,17,Computer Science,Physical Sciences
T11471,Block Copolymer Self-Assembly,25,Materials Science,Physical Sciences
T13335,Pharmacological Effects of Medicinal Plants,27,Medicine,Health Sciences
T13487,Statistical and numerical algorithms,26,Mathematics,Physical Sciences
T12410,Structural and Chemical Analysis of Organic and Inorganic Compounds,16,Chemistry,Physical Sciences
T12136,Vanadium and Halogenation Chemistry,16,Chemistry,Physical Sciences
T13467,Drug-Induced Ocular Toxicity,27,Medicine,Health Sciences
T12415,Employer Branding and e-HRM,14,"Business, Management and Accounting",Social Sciences
T13208,Synthesis of heterocyclic compounds,16,Chemistry,Physical Sciences
T11543,Employee Performance and Motivation,14,"Business, Management and Accounting",Social Sciences
T12923,Digital Image Processing Techniques,17,Computer Science,Physical Sciences
T13295,Safety Systems Engineering in Autonomy,22,Engineering,Physical Sciences
T14093,Global Health and Epidemiology,36,Health Professions,Health Sciences
T12069,Commutative Algebra and Its Applications,26,Mathematics,Physical Sciences
T14230,Occupational and Professional Licensing Regulation,20,"Economics, Econometrics and Finance",Social Sciences
T13965,Laser and Thermal Forming Techniques,22,Engineering,Physical Sciences
T13317,"Media, Communication, and Education",33,Social Sciences,Social Sciences
T13231,"History, Culture, and Diplomacy",12,Arts and Humanities,Social Sciences
T11832,Doctoral Education Challenges and Solutions,36,Health Professions,Health Sciences
T13481,Neurological diseases and metabolism,28,Neuroscience,Life Sciences
T11996,Random lasers and scattering media,31,Physics and Astronomy,Physical Sciences
T12695,Urinary and Genital Oncology Studies,27,Medicine,Health Sciences
T13242,Male Reproductive Health Studies,36,Health Professions,Health Sciences
T11897,Digital Holography and Microscopy,31,Physics and Astronomy,Physical Sciences
T13048,Patient Dignity and Privacy,27,Medicine,Health Sciences
T13542,"Grit, Self-Efficacy, and Motivation",32,Psychology,Social Sciences
T13803,Organizational Strategy and Culture,14,"Business, Management and Accounting",Social Sciences
T12295,"Foucault, Power, and Ethics",33,Social Sciences,Social Sciences
T11884,Redox biology and oxidative stress,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T14217,American Literature and Humor Studies,12,Arts and Humanities,Social Sciences
T11523,Nanomaterials and Printing Technologies,22,Engineering,Physical Sciences
T13646,Qur’anic Interpretation Studies,33,Social Sciences,Social Sciences
T11502,Facility Location and Emergency Management,14,"Business, Management and Accounting",Social Sciences
T11788,Nonlinear Optical Materials Studies,22,Engineering,Physical Sciences
T13673,Library Science and Information,17,Computer Science,Physical Sciences
T13865,Nationalism and Cultural Identity,33,Social Sciences,Social Sciences
T12796,Dermatological and COVID-19 studies,27,Medicine,Health Sciences
T14036,Literary and Philosophical Studies,33,Social Sciences,Social Sciences
T14171,"Education, Law, and Society",33,Social Sciences,Social Sciences
T13720,Benford’s Law and Fraud Detection,26,Mathematics,Physical Sciences
T12406,IoT and GPS-based Vehicle Safety Systems,22,Engineering,Physical Sciences
T13159,Structural mechanics and materials,25,Materials Science,Physical Sciences
T12850,Field-Flow Fractionation Techniques,22,Engineering,Physical Sciences
T13541,IoT-based Control Systems,17,Computer Science,Physical Sciences
T13225,Polish-Jewish Holocaust Memory Studies,12,Arts and Humanities,Social Sciences
T13526,14-3-3 protein interactions,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
