Topic ID,Topic Name,af_oa,af_oa_diamond,pass_af_oa,pass_af_oa_diamond
T11685,Zebrafish Biomedical Research Applications,9599,424,False,False
T12108,Management of metastatic bone disease,8136,1653,False,False
T11716,Random Matrices and Applications,12504,537,True,False
T12497,Traditional and Medicinal Uses of Annonaceae,5098,1209,False,False
T11614,Cloud Data Security Solutions,8750,2557,False,False
T11603,Dust and Plasma Wave Phenomena,5979,533,False,False
T12699,Electromagnetic Launch and Propulsion Technology,4758,1256,False,False
T12297,Otolaryngology and Infectious Diseases,7136,1726,False,False
T14508,Vocational Education and Training,781,174,False,False
T12290,Human Motion and Animation,6771,875,False,False
T11591,NF-κB Signaling Pathways,10289,556,True,False
T14426,"Religion, Gender, and Enlightenment",3048,443,False,False
T13697,Biliary and Gastrointestinal Fistulas,5524,1089,False,False
T13485,Marine and Coastal Ecosystems,8391,4915,False,False
T11442,Titanium Alloys Microstructure and Properties,8913,1643,False,False
T13128,Chromatography in Natural Products,4225,796,False,False
T14201,Data Analysis and Archiving,2816,392,False,False
T12570,Photopolymerization techniques and applications,5884,1237,False,False
T11413,Risk and Portfolio Optimization,8566,619,False,False
T13427,Latin American Literature Analysis,356,139,False,False
T11329,Limits and Structures in Graph Theory,13035,1266,True,False
T11535,Chemotherapy-induced cardiotoxicity and mitigation,9757,1601,False,False
T11962,Cardiac Fibrosis and Remodeling,8409,720,False,False
T12356,Bioactive Compounds and Antitumor Agents,7791,1218,False,False
T12649,Alkaloids: synthesis and pharmacology,4188,888,False,False
T12313,Emotions and Moral Behavior,4784,701,False,False
T11308,Sphingolipid Metabolism and Signaling,11178,584,True,False
T11943,Pharmacovigilance and Adverse Drug Reactions,8155,1756,False,False
T12333,Abdominal Surgery and Complications,6428,1602,False,False
T13339,Landscape and Cultural Studies,2867,629,False,False
T13454,Phenothiazines and Benzothiazines Synthesis and Activities,5029,896,False,False
T14485,Language Acquisition and Education,4876,2554,False,False
T13851,"Law, AI, and Intellectual Property",9462,2158,False,False
T13863,Cultural History and Identity Formation,1802,274,False,False
T12780,Heavy Metal Pollution Remediation,3167,1795,False,False
T11944,Participatory Visual Research Methods,6888,1303,False,False
T12866,Urologic and reproductive health conditions,6218,1541,False,False
T12534,Protein Degradation and Inhibitors,11648,636,True,False
T12347,Ginger and Zingiberaceae research,8406,2607,False,False
T14387,Environmental Engineering and Cultural Studies,6384,3260,False,False
T12604,Glycogen Storage Diseases and Myoclonus,5573,679,False,False
T14516,English Language Learning and Teaching,16790,9347,True,False
T12991,Phytase and its Applications,8058,1737,False,False
T12036,Argentine historical studies,749,195,False,False
T13733,Moravian Church and William Blake,1559,260,False,False
T11342,Carbon and Quantum Dots Applications,7736,681,False,False
T14445,Transportation Safety and Impact Analysis,4811,1004,False,False
T12382,History of Education Research in Brazil,604,198,False,False
T13919,Medicinal plant effects and applications,4807,1472,False,False
T11773,Healthcare Operations and Scheduling Optimization,7844,1083,False,False
T12321,Insect Pheromone Research and Control,4863,692,False,False
T13139,Polish Legal and Social Issues,2774,1424,False,False
T12745,Dietary Effects on Health,9515,2057,False,False
T11729,Product Development and Customization,6309,1229,False,False
T11534,Erythropoietin and Anemia Treatment,8059,1138,False,False
T12225,Political Influence and Corporate Strategies,6097,609,False,False
T13669,China's Global Influence and Migration,1108,235,False,False
T13306,Geography and Education Methods,858,241,False,False
T12595,Romani and Gypsy Studies,4870,1123,False,False
T12080,Injection Molding Process and Properties,6846,1880,False,False
T13058,Soil and Land Suitability Analysis,9820,3458,False,False
T14265,Social and Behavioral Studies,8818,4708,False,False
T11872,Barrier Structure and Function Studies,8860,565,False,False
T14390,Real estate and construction management,426,84,False,False
T12056,Markov Chains and Monte Carlo Methods,9959,440,False,False
T13474,Autobiographical and Biographical Writing,2246,375,False,False
T12481,Digital Accessibility for Disabilities,4468,846,False,False
T12194,Cultural Competency in Health Care,5850,954,False,False
T13530,Climate Change and Environmental Impact,1991,244,False,False
T13848,Ottoman and Turkish Studies,1831,580,False,False
T14394,Cognitive Science and Education Research,5250,721,False,False
T11230,Innovative Energy Harvesting Technologies,8049,1796,False,False
T12249,Veterinary Orthopedics and Neurology,7194,862,False,False
T11983,"Identity, Memory, and Therapy",6255,1055,False,False
T11908,Protein Interaction Studies and Fluorescence Analysis,5763,601,False,False
T13385,Infectious Diseases and Mycology,4801,1015,False,False
T13886,Operations Management Techniques,3623,835,False,False
T11869,Per- and polyfluoroalkyl substances research,9698,1097,False,False
T12062,Approximation Theory and Sequence Spaces,11021,2912,True,False
T14517,Diverse Historical and Scientific Studies,3449,288,False,False
T12175,Social Representations and Identity,3092,719,False,False
T13319,Film in Education and Therapy,2639,477,False,False
T12822,Turfgrass Adaptation and Management,7411,937,False,False
T12340,Anodic Oxide Films and Nanostructures,6672,1187,False,False
T11659,Advanced Image Fusion Techniques,7637,1353,False,False
T12064,Intraperitoneal and Appendiceal Malignancies,8447,1915,False,False
T11165,Image and Video Quality Assessment,7552,769,False,False
T12725,transportation and logistics systems,2440,1098,False,False
T13423,Social Policies and Healthcare Reform,165,56,False,False
T12462,Elder Abuse and Neglect,5491,787,False,False
T12789,Planarian Biology and Electrostimulation,4296,292,False,False
T11785,Nausea and vomiting management,6763,1394,False,False
T11720,Probability and Risk Models,7933,816,False,False
T12700,Doping in Sports,4746,939,False,False
T10652,Racial and Ethnic Identity Research,7842,589,False,False
T13947,Media Discourse and Social  Analysis,832,199,False,False
T10740,Wind Turbine Control Systems,7061,1686,False,False
T12891,Medicinal Plants and Neuroprotection,8936,3089,False,False
T11615,Control and Dynamics of Mobile Robots,6189,1329,False,False
T12018,Coronary Artery Anomalies,9007,2328,False,False
T12691,Coccidia and coccidiosis research,6838,1064,False,False
T12218,Coal and Its By-products,6425,1329,False,False
T12235,Child Abuse and Related Trauma,4066,638,False,False
T11907,Copper-based nanomaterials and applications,6414,1042,False,False
T12195,Aerogels and thermal insulation,6464,903,False,False
T12660,Plant Disease Management Techniques,7150,1701,False,False
T13092,Environmental Chemistry and Analysis,3567,842,False,False
T12342,Vascular anomalies and interventions,7528,2041,False,False
T14287,Music Education and Analysis,2267,870,False,False
T14046,Bach Studies and Logistics Development,672,139,False,False
T11686,Dendrimers and Hyperbranched Polymers,5260,572,False,False
T12075,Sodium Intake and Health,7172,930,False,False
T14072,Immunotoxicology and immune responses,3218,555,False,False
T12158,Guidance and Control Systems,5680,1271,False,False
T13110,Colorectal and Anal Carcinomas,7058,1359,False,False
T12486,Food Supply Chain Traceability,7302,1570,False,False
T12020,Enhanced Recovery After Surgery,8020,1722,False,False
T13872,Vocational and Entrepreneurial Education,8154,4768,False,False
T12485,"Optimism, Hope, and Well-being",7320,1576,False,False
T12672,Phagocytosis and Immune Regulation,10082,532,True,False
T12894,Date Palm Research Studies,7341,2288,False,False
T11516,Visual and Cognitive Learning Processes,6236,874,False,False
T12874,Digital Imaging for Blood Diseases,7451,2051,False,False
T11997,Free Will and Agency,6124,640,False,False
T14241,Evasion and Academic Success Factors,479,195,False,False
T13104,Chemical and Physical Properties of Materials,3143,669,False,False
T13430,Lipid metabolism and disorders,6123,711,False,False
T14236,Educational Tools and Methods,2299,392,False,False
T12211,Aluminum toxicity and tolerance in plants and animals,5859,949,False,False
T13999,Digital Rights Management and Security,4206,564,False,False
T11576,IgG4-Related and Inflammatory Diseases,9039,2324,False,False
T13109,Theological Perspectives and Practices,2308,259,False,False
T13304,Synthesis and Reactivity of Sulfur-Containing Compounds,2774,493,False,False
T14033,Education in Rural Contexts,1145,460,False,False
T11506,Children's Rights and Participation,6203,980,False,False
T13525,Cambodian History and Society,4954,884,False,False
T13138,Legal and Constitutional Studies,8758,288,False,False
T13583,Jury Decision Making Processes,4775,539,False,False
T12173,Body Contouring and Surgery,5368,1179,False,False
T13952,Information Technology and Learning,464,76,False,False
T13079,Heavy Metals in Plants,6810,2120,False,False
T11687,Teleoperation and Haptic Systems,6159,826,False,False
T13449,Organizational Management and Change,118,5,False,False
T14371,Hume's philosophy and hair distribution,639,94,False,False
T13604,"Adsorption, diffusion, and thermodynamic properties of materials",3931,953,False,False
T14113,Global Socioeconomic and Political Dynamics,7517,3087,False,False
T12352,Heparin-Induced Thrombocytopenia and Thrombosis,5733,830,False,False
T13633,Public Health and Social Inequalities,1157,308,False,False
T13584,Coal Combustion and Slurry Processing,6511,2449,False,False
T12992,Metastasis and carcinoma case studies,6455,1631,False,False
T13905,Telecommunications and Broadcasting Technologies,5419,1235,False,False
T12685,Phytochemical compounds biological activities,5922,1366,False,False
T11896,Opportunistic and Delay-Tolerant Networks,6576,715,False,False
T14048,Silkworms and Sericulture Research,6232,2119,False,False
T12061,Axon Guidance and Neuronal Signaling,10114,458,True,False
T13569,Microscopic Colitis,4870,532,False,False
T13302,Amazonian Archaeology and Ethnohistory,1692,331,False,False
T14320,Optics and Image Analysis,3083,513,False,False
T14420,Advanced Research in Systems and Signal Processing,7027,2569,False,False
T12932,Powder Metallurgy Techniques and Materials,5370,1797,False,False
T13107,Congenital limb and hand anomalies,3968,776,False,False
T11210,Mathematical Analysis and Transform Methods,9656,843,False,False
T13055,Global Security and Public Health,5987,1134,False,False
T11774,Adsorption and Cooling Systems,6473,1355,False,False
T12346,Phytochemistry and biological activity of medicinal plants,6138,1758,False,False
T12259,Environmental Justice and Health Disparities,6296,908,False,False
T12615,Climate Change and Geoengineering,5351,577,False,False
T12288,Optimization and Search Problems,8492,548,False,False
T12742,Sunflower and Safflower Cultivation,6137,1792,False,False
T11941,Power System Reliability and Maintenance,5311,967,False,False
T12038,Covalent Organic Framework Applications,6746,545,False,False
T11889,Ginseng Biological Effects and Applications,8008,1000,False,False
T12661,Iterative Methods for Nonlinear Equations,6542,1426,False,False
T12488,Mental Health via Writing,6955,927,False,False
T14403,Educational Challenges and Innovations,5355,1805,False,False
T12607,Personal Information Management and User Behavior,4715,430,False,False
T11384,Critical Race Theory in Education,5174,939,False,False
T12506,Nuclear materials and radiation effects,4535,636,False,False
T12198,Oral health in cancer treatment,6602,1545,False,False
T12659,Innovation Diffusion and Forecasting,7559,1045,False,False
T11911,Spatial and Panel Data Analysis,7800,943,False,False
T11081,Advanced Control Systems Design,6174,1728,False,False
T12800,Musculoskeletal synovial abnormalities and treatments,6143,1645,False,False
T13221,Biological Activity of Diterpenoids and Biflavonoids,3834,697,False,False
T13209,Cold Fusion and Nuclear Reactions,3491,365,False,False
T12201,Agricultural Engineering and Mechanization,7417,2654,False,False
T12946,Fractal and DNA sequence analysis,4112,461,False,False
T12625,Sympathectomy and Hyperhidrosis Treatments,4304,857,False,False
T13864,Indigenous Cultures and History,1523,421,False,False
T13654,Urban Planning and Landscape Design,2832,350,False,False
T12584,Hospitality and Tourism Education,3962,1022,False,False
T12278,Vascular Tumors and Angiosarcomas,6814,1790,False,False
T12384,Customer churn and segmentation,6623,1960,False,False
T12065,Hippo pathway signaling and YAP/TAZ,11328,662,True,False
T13685,Material Science and Thermodynamics,5289,1360,False,False
T12433,Skin Diseases and Diabetes,4597,1349,False,False
T14436,Employee Performance and Leadership,9845,6238,False,False
T12896,Sustainable Agricultural Systems Analysis,5277,815,False,False
T12719,Aerospace Engineering and Energy Systems,5659,890,False,False
T14267,Technology in Education and Healthcare,360,120,False,False
T12280,Magnesium in Health and Disease,5824,1102,False,False
T13187,Diffusion and Search Dynamics,4970,149,False,False
T13659,Ombudsman and Human Rights,3419,1013,False,False
T12419,Phonocardiography and Auscultation Techniques,6136,908,False,False
T11564,Mathematical Inequalities and Applications,12105,3065,True,False
T13557,Environmental and sustainability education,356,148,False,False
T12490,Software Engineering and Design Patterns,2108,149,False,False
T13645,Thermodynamic and Structural Properties of Metals and Alloys,3115,559,False,False
T13333,American Political and Social Dynamics,2325,237,False,False
T13060,Adventure Sports and Sensation Seeking,3824,692,False,False
T12888,Military Strategy and Technology,1910,276,False,False
T12900,Organ and Tissue Transplantation Research,3766,562,False,False
T11321,Error Correcting Code Techniques,6539,503,False,False
T14433,Post-Communist Economic and Political Transition,2573,660,False,False
T12199,Vascular Anomalies and Treatments,7261,1624,False,False
T14234,Data Privacy and Cybersecurity,436,108,False,False
T13153,Rousseau and Enlightenment Thought,1158,319,False,False
T12531,Values and Moral Education,4631,1798,False,False
T11807,Infrastructure Resilience and Vulnerability Analysis,7107,1004,False,False
T14513,"Leadership, Courage, and Heroism Studies",4745,1378,False,False
T12622,Neurosurgical Procedures and Complications,6776,1525,False,False
T14502,High-Voltage Power Transmission Systems,2434,776,False,False
T12689,Silymarin and Mushroom Poisoning,3479,693,False,False
T14106,Environmental and Sediment Control,2232,428,False,False
T11627,Autoimmune Neurological Disorders and Treatments,8098,1604,False,False
T13220,Plant and Fungal Interactions Research,5411,682,False,False
T13988,Public Administration and Governance,1278,375,False,False
T12726,Philosophical and Cultural Analysis,317,129,False,False
T12774,Bauxite Residue and Utilization,5255,1160,False,False
T12312,"Culture, Economy, and Development Studies",6386,365,False,False
T12802,Competency Development and Evaluation,5556,1765,False,False
T12077,Vacuum and Plasma Arcs,3866,800,False,False
T12549,Image and Object Detection Techniques,4611,774,False,False
T12876,Potassium and Related Disorders,5346,1092,False,False
T14494,American Literature and Culture,2897,376,False,False
T11892,Kawasaki Disease and Coronary Complications,9365,2214,False,False
T14292,"Migration, Policy, and Dickens Studies",1577,216,False,False
T14200,"Medical, Sociocultural, and Biopolitical Studies",277,25,False,False
T12655,Female Genital Mutilation/Cutting Issues,4276,783,False,False
T12049,Tuberous Sclerosis Complex Research,7182,1500,False,False
T14040,Problem Solving Skills Development,4257,1543,False,False
T13626,Educational and Organizational Development,455,242,False,False
T12737,Electrical Fault Detection and Protection,3046,576,False,False
T14148,Kierkegaardian Philosophy and Influence,1536,391,False,False
T13477,Sustainable Design and Development,1434,201,False,False
T11347,Neural Networks Stability and Synchronization,4826,525,False,False
T14042,Technology and Security Systems,2358,649,False,False
T13203,Environmental Changes in China,2822,624,False,False
T14290,Education Methods and Practices,3868,805,False,False
T13643,Artificial Intelligence in Law,6863,950,False,False
T11842,Ultrasound and Cavitation Phenomena,5918,980,False,False
T13928,Advanced Sensor Technologies Research,4725,916,False,False
T12270,Microwave-Assisted Synthesis and Applications,3985,822,False,False
T12759,Vehicle Noise and Vibration Control,4673,850,False,False
T11517,Advanced optical system design,4131,536,False,False
T11015,Down syndrome and intellectual disability research,6471,539,False,False
T13235,Management Theory and Practice,2541,370,False,False
T11612,Stochastic Gradient Optimization Techniques,8429,260,False,False
T14260,Impact of AI and Big Data on Business and Society,11097,3824,True,False
T13448,Indigenous Cultures and Socio-Education,1212,372,False,False
T11466,Innovative Education and Learning Practices,5393,1060,False,False
T11909,Histiocytic Disorders and Treatments,6902,1829,False,False
T13898,Diverse Interdisciplinary Research Studies,496,102,False,False
T13377,Ecosystem dynamics and resilience,6426,360,False,False
T13341,Belt Conveyor Systems Engineering,4481,1512,False,False
T13903,Innovative Educational Techniques,7253,2874,False,False
T12832,Biocrusts and Microbial Ecology,5680,682,False,False
T14125,"Education, Sociology, Communication Studies",5795,2629,False,False
T12782,Assembly Line Balancing Optimization,4468,1230,False,False
T14011,Elevator Systems and Control,4300,1255,False,False
T11778,Electrical and Bioimpedance Tomography,5775,959,False,False
T12819,Environmental Philosophy and Ethics,4702,867,False,False
T12193,Trigeminal Neuralgia and Treatments,5309,1122,False,False
T13038,Internet of Things and AI,5091,1014,False,False
T14053,Dengue and Mosquito Control Research,5457,2802,False,False
T12149,Nanocluster Synthesis and Applications,5797,463,False,False
T10964,Wireless Communication Security Techniques,7704,254,False,False
T14424,Economic Analysis and Policy,1873,520,False,False
T12948,Inclusion and Disability in Education and Sport,4960,1447,False,False
T12875,Thermal Expansion and Ionic Conductivity,2378,279,False,False
T13849,Enterobacteriaceae and Cronobacter Research,3926,635,False,False
T13980,Alexander von Humboldt Studies,1154,148,False,False
T12642,Polymer-Based Agricultural Enhancements,4857,1033,False,False
T12582,Flavonoids in Medical Research,4729,801,False,False
T11096,Aeroelasticity and Vibration Control,4386,521,False,False
T12812,Meromorphic and Entire Functions,8080,1210,False,False
T14500,Advanced Mathematical Theories,4115,469,False,False
T12877,Social Issues in Poland,3871,1926,False,False
T13271,Ukrainian Legal and Forensic Studies,10623,7309,True,False
T13778,Comparative and World Literature,1033,307,False,False
T12237,Congenital gastrointestinal and neural anomalies,5939,1355,False,False
T14035,"Literature, Culture, and Aesthetics",648,241,False,False
T12344,Silicon Effects in Agriculture,6463,1532,False,False
T13442,Geochemistry and Geochronology of Asian Mineral Deposits,1659,275,False,False
T11608,Dielectric materials and actuators,5149,544,False,False
T14331,Medicinal Plant Pharmacodynamics Research,2200,338,False,False
T12380,Authorship Attribution and Profiling,4128,699,False,False
T13453,Alkaline Phosphatase Research Studies,4824,616,False,False
T12721,Moringa oleifera research and applications,11283,4685,True,False
T12915,Biochemical Acid Research Studies,5510,719,False,False
T12053,Minimally Invasive Surgical Techniques,5419,1295,False,False
T13535,Wireless Sensor Networks and IoT,4313,1150,False,False
T12331,Hereditary Neurological Disorders,5903,670,False,False
T13037,Piperaceae Chemical and Biological Studies,4094,1157,False,False
T13000,World Systems and Global Transformations,3233,737,False,False
T10871,Catalytic Alkyne Reactions,3740,308,False,False
T13119,Philosophy and Social Theory,104,27,False,False
T13475,Digital Transformation in Law,9798,4746,False,False
T14503,"Globalization, Economics, and Policies",2587,592,False,False
T11940,Layered Double Hydroxides Synthesis and Applications,5150,612,False,False
T14280,Big Data Technologies and Applications,5863,1444,False,False
T14055,Consumer Packaging Perceptions and Trends,3898,1151,False,False
T13121,Radio Wave Propagation Studies,3739,719,False,False
T12078,Environmental remediation with nanomaterials,4771,562,False,False
T13384,Regional Economic Development and Innovation,7331,3666,False,False
T14119,Agricultural and Environmental Management,6842,4146,False,False
T12318,Quinazolinone synthesis and applications,5423,964,False,False
T12048,Microencapsulation and Drying Processes,6360,976,False,False
T13422,Phytochemistry and biological activities of Ficus species,3808,1200,False,False
T12709,Optimization and Mathematical Programming,5961,1703,False,False
T14512,Technology and Human Factors in Education and Health,8421,3954,False,False
T11607,Microwave and Dielectric Measurement Techniques,3434,477,False,False
T13248,Healthcare Technology and Patient Monitoring,4462,449,False,False
T12469,"Chaos, Complexity, and Education",3246,235,False,False
T13875,Legal Studies and Reforms,10183,6682,True,False
T13329,Joseph Conrad and Literature,2408,568,False,False
T13828,Natural Products and Biological Research,4127,1152,False,False
T12769,Stoma care and complications,4307,1021,False,False
T11248,Advanced Power Amplifier Design,3478,430,False,False
T12311,Political Theology and Sovereignty,2572,578,False,False
T13080,Advanced Differential Geometry Research,9394,1105,False,False
T13847,Literature Analysis and Criticism,2286,351,False,False
T12631,Head and Neck Anomalies,5966,1514,False,False
T14435,Information Retrieval and Data Mining,7219,4617,False,False
T13411,Labor Market and Education,7099,4137,False,False
T12315,Older Adults Driving Studies,4836,532,False,False
T12541,Graph Labeling and Dimension Problems,9087,2675,False,False
T11605,Visual Attention and Saliency Detection,8185,608,False,False
T14351,Statistical and Computational Modeling,3987,1243,False,False
T11471,Block Copolymer Self-Assembly,4157,326,False,False
T13335,Pharmacological Effects of Medicinal Plants,4155,1167,False,False
T13487,Statistical and numerical algorithms,5197,730,False,False
T12410,Structural and Chemical Analysis of Organic and Inorganic Compounds,1547,215,False,False
T12136,Vanadium and Halogenation Chemistry,3580,396,False,False
T13467,Drug-Induced Ocular Toxicity,3334,661,False,False
T12415,Employer Branding and e-HRM,4352,1081,False,False
T13208,Synthesis of heterocyclic compounds,2520,644,False,False
T11543,Employee Performance and Motivation,3904,2227,False,False
T12923,Digital Image Processing Techniques,5305,601,False,False
T13295,Safety Systems Engineering in Autonomy,3913,469,False,False
T14093,Global Health and Epidemiology,5196,1607,False,False
T12069,Commutative Algebra and Its Applications,11321,541,True,False
T14230,Occupational and Professional Licensing Regulation,2383,137,False,False
T13965,Laser and Thermal Forming Techniques,5693,1633,False,False
T13317,"Media, Communication, and Education",3234,696,False,False
T13231,"History, Culture, and Diplomacy",813,144,False,False
T11832,Doctoral Education Challenges and Solutions,5436,1150,False,False
T13481,Neurological diseases and metabolism,4018,412,False,False
T11996,Random lasers and scattering media,6911,321,False,False
T12695,Urinary and Genital Oncology Studies,5276,1339,False,False
T13242,Male Reproductive Health Studies,1961,475,False,False
T11897,Digital Holography and Microscopy,5340,375,False,False
T13048,Patient Dignity and Privacy,4610,963,False,False
T13542,"Grit, Self-Efficacy, and Motivation",7462,2333,False,False
T13803,Organizational Strategy and Culture,3041,570,False,False
T12295,"Foucault, Power, and Ethics",4084,1086,False,False
T11884,Redox biology and oxidative stress,6855,380,False,False
T14217,American Literature and Humor Studies,1467,249,False,False
T11523,Nanomaterials and Printing Technologies,5239,541,False,False
T13646,Qur’anic Interpretation Studies,4173,2577,False,False
T11502,Facility Location and Emergency Management,6394,1172,False,False
T11788,Nonlinear Optical Materials Studies,4717,475,False,False
T13673,Library Science and Information,7678,2954,False,False
T13865,Nationalism and Cultural Identity,288,126,False,False
T12796,Dermatological and COVID-19 studies,5326,1422,False,False
T14036,Literary and Philosophical Studies,354,120,False,False
T14171,"Education, Law, and Society",4470,2178,False,False
T13720,Benford’s Law and Fraud Detection,3980,366,False,False
T12406,IoT and GPS-based Vehicle Safety Systems,5338,2195,False,False
T13159,Structural mechanics and materials,7817,4503,False,False
T12850,Field-Flow Fractionation Techniques,4348,881,False,False
T13541,IoT-based Control Systems,4408,2964,False,False
T13225,Polish-Jewish Holocaust Memory Studies,2557,1550,False,False
T13526,14-3-3 protein interactions,6066,342,False,False
T13090,Medicinal Plant Extracts Effects,2511,644,False,False
T13258,Williams Syndrome Research,2093,198,False,False
T13843,African Sexualities and LGBTQ+ Issues,3528,630,False,False
T12508,Functional Equations Stability Results,7989,1284,False,False
T12139,Advanced Thermodynamic Systems and Engines,6123,1818,False,False
T13354,Genetics and Physical Performance,4214,671,False,False
T14367,Logistics and Infrastructure Analysis,1433,209,False,False
T12665,Bamboo properties and applications,5750,1500,False,False
T14421,Educational Philosophies and Pedagogies,1470,379,False,False
T12442,Thermal Radiation and Cooling Technologies,6685,580,False,False
T13908,Scientific and Historical Analyses,496,69,False,False
T11820,Learning Styles and Cognitive Differences,5746,1872,False,False
T14007,Indigenous and Place-Based Education,3882,865,False,False
T14096,Advancements in Materials Engineering,1894,791,False,False
T14415,Biomedical Research and Pathophysiology,3606,493,False,False
T12272,Cardiovascular Conditions and Treatments,5912,920,False,False
T12212,CNS Lymphoma Diagnosis and Treatment,6021,1120,False,False
T13765,Social Science and Policy Research,2111,386,False,False
T13299,Educational Leadership and Administration,1790,605,False,False
T12387,Galectins and Cancer Biology,8429,718,False,False
T12997,Outdoor and Experiential Education,3674,514,False,False
T11947,Molten salt chemistry and electrochemical processes,4337,780,False,False
T12284,Emotional Labor in Professions,4062,762,False,False
T12612,Strong Light-Matter Interactions,6721,252,False,False
T11873,PAPR reduction in OFDM,4996,875,False,False
T11693,Cryptography and Residue Arithmetic,4890,715,False,False
T14417,Central Asia Education and Culture,8140,4455,False,False
T13410,Immune responses and vaccinations,5608,620,False,False
T11188,Coagulation and Flocculation Studies,4107,755,False,False
T12738,Corporate Identity and Reputation,3511,912,False,False
T13476,Indonesian Election Politics and Participation,6061,3745,False,False
T13361,Coconut Research and Applications,7005,2857,False,False
T14213,Global Politics and Economy,1008,215,False,False
T12989,Ocular Disorders and Treatments,3723,823,False,False
T12466,Near-Field Optical Microscopy,4305,401,False,False
T12707,Vehicle License Plate Recognition,6375,2167,False,False
T12152,Concrete Properties and Behavior,4398,767,False,False
T12174,Hospital Admissions and Outcomes,5964,821,False,False
T12730,"Weber, Simmel, Sociological Theory",1918,563,False,False
T12216,Network Time Synchronization Technologies,3980,461,False,False
T12846,Ginkgo biloba and Cashew Applications,4816,1276,False,False
T12608,Spatial Neglect and Hemispheric Dysfunction,4585,480,False,False
T14344,Pathogenesis and Treatment of Hiccups,3215,476,False,False
T13286,Modeling and Simulation Systems,2899,251,False,False
T13492,"Science, Technology, and Education in Latin America",951,290,False,False
T12183,Teratomas and Epidermoid Cysts,5891,1688,False,False
T13004,Vitamin K Research Studies,4369,625,False,False
T14136,Education and Military Integration,3746,1002,False,False
T12357,Digital Media Forensic Detection,6415,1185,False,False
T12007,Plasma and Flow Control in Aerodynamics,4606,1176,False,False
T13971,Synthesis and Biological Activity,2269,408,False,False
T13821,Coaching Methods and Impact,2753,601,False,False
T14294,Impulse Buying and Technology Impacts,6841,3797,False,False
T13588,Regional resilience and development,5248,886,False,False
T12200,Heusler alloys: electronic and magnetic properties,3910,526,False,False
T13165,Agricultural safety and regulations,6579,4723,False,False
T12176,Optimization and Packing Problems,5212,722,False,False
T13517,Environmental and Industrial Safety,5984,3055,False,False
T12401,Scheduling and Timetabling Solutions,5372,1262,False,False
T12393,Workplace Spirituality and Leadership,4736,1246,False,False
T13767,Leech Biology and Applications,2821,539,False,False
T13479,Food Science and Nutritional Studies,6713,2650,False,False
T13366,Accounting Theory and Financial Reporting,1962,538,False,False
T10931,Direction-of-Arrival Estimation Techniques,4120,382,False,False
T13047,Pharmacological Receptor Mechanisms and Effects,4437,524,False,False
T13813,Oral and Craniofacial Lesions,3219,983,False,False
T13380,Sound Studies and Aurality,1254,217,False,False
T12484,Retinopathy of Prematurity Studies,5928,1289,False,False
T12684,Stuttering Research and Treatment,3670,848,False,False
T12696,Icing and De-icing Technologies,5383,821,False,False
T12404,Mathematical Approximation and Integration,6442,600,False,False
T12814,Gaussian Processes and Bayesian Inference,8779,426,False,False
T12980,Family Caregiving in Mental Illness,5618,1514,False,False
T13776,Phytochemical and Pharmacological Studies,4413,1531,False,False
T13446,"Antioxidants, Aging, Portulaca oleracea",2038,443,False,False
T13214,Powdery Mildew Fungal Diseases,4082,914,False,False
T14146,Earthquake and Tsunami Effects,6790,2918,False,False
T11498,Security in Wireless Sensor Networks,4849,937,False,False
T12778,History of Medicine and Tropical Health,1156,226,False,False
T13428,Anarchism and Radical Politics,1988,361,False,False
T13201,Infectious Encephalopathies and Encephalitis,4925,1165,False,False
T12088,Intergenerational and Educational Inequality Studies,5367,488,False,False
T13620,Education for Peace and Conflict Resolution,252,114,False,False
T12966,Russian Literature and Bakhtin Studies,3273,1281,False,False
T13371,Military Defense Systems Analysis,2371,559,False,False
T13378,Agricultural Development and Policies,6117,3102,False,False
T13576,"Cyprus History, Politics, Society",1930,303,False,False
T12474,Education Discipline and Inequality,3634,443,False,False
T13081,Digital Education and Society,3890,779,False,False
T11504,Advanced Authentication Protocols Security,4695,653,False,False
T14438,Advanced Scientific Research Methods,4970,2125,False,False
T12808,Ferroelectric and Negative Capacitance Devices,4614,254,False,False
T14126,Intramuscular injections and effects,3725,888,False,False
T13230,Synthesis and Reactivity of Heterocycles,2720,652,False,False
T13063,Education and experiences of immigrants and refugees,4090,1075,False,False
T13527,Transportation Systems and Logistics,8016,4558,False,False
T13718,Media Influence and Politics,5287,470,False,False
T13799,Media and Communication Studies,454,225,False,False
T12303,Tensor decomposition and applications,7649,576,False,False
T13841,Psychology of Social Influence,2836,373,False,False
T14097,Chemistry Education and Research,564,210,False,False
T12000,Systems Engineering Methodologies and Applications,4123,555,False,False
T14170,Classical Studies and Philology,908,195,False,False
T13725,Pineapple and bromelain studies,4693,1681,False,False
T12285,Surface Chemistry and Catalysis,3280,205,False,False
T12143,Place Attachment and Urban Studies,4497,1131,False,False
T13700,Gender Studies and Social Issues,1280,402,False,False
T13263,Building energy efficiency and sustainability,1271,588,False,False
T12878,Pharmaceutical Quality and Counterfeiting,3729,856,False,False
T13495,Biographical and Historical Analysis,573,104,False,False
T14207,Higher Education Practises and Engagement,6948,2082,False,False
T12210,Policy Transfer and Learning,3319,344,False,False
T13313,Dupuytren's Contracture and Treatments,2492,440,False,False
